contract,trading_day,event_count,closed_by_opposing_event_count,stop_loss_count,unresolved_count,closed_by_opposing_event_rate,stop_loss_rate,unresolved_rate,average_R,total_R,expectancy_R
NQU21-CME,2021-08-29,5288,3836,1452,0,0.7254160363086233,0.2745839636913767,0.0,-0.07416892923558326,-392.2052977977643,-0.07416892923558326
NQU21-CME,2021-08-30,8477,6129,2348,0,0.7230152176477528,0.27698478235224727,0.0,-0.03569636610510991,-302.59809547301666,-0.03569636610510991
NQU21-CME,2021-08-31,6565,4639,1926,0,0.7066260472201066,0.29337395277989337,0.0,-0.09953243946305458,-653.4304650749533,-0.09953243946305458
NQU21-CME,2021-09-01,6544,4672,1872,0,0.7139364303178484,0.2860635696821516,0.0,-0.03173399557571612,-207.66726704748632,-0.03173399557571612
NQU21-CME,2021-09-02,7818,5606,2212,0,0.7170631875159887,0.28293681248401126,0.0,-0.06636366347266105,-518.8311210292641,-0.06636366347266105
NQU21-CME,2021-09-05,1045,784,261,0,0.7502392344497608,0.24976076555023924,0.0,-0.04919012545520134,-51.403681100685404,-0.04919012545520134
NQU21-CME,2021-09-06,6757,4830,1927,0,0.7148142666863992,0.2851857333136007,0.0,-0.054842353152867465,-370.56978025392544,-0.054842353152867465
NQU21-CME,2021-09-07,9456,6681,2775,0,0.7065355329949239,0.29346446700507617,0.0,-0.05387780134038888,-509.4684894747173,-0.05387780134038888
NQU21-CME,2021-09-08,8224,5894,2330,0,0.7166828793774319,0.2833171206225681,0.0,-0.015511453962087439,-127.5661973842071,-0.015511453962087439
NQU21-CME,2021-09-09,7688,5421,2266,1,0.7051248699271592,0.29474505723204997,0.00013007284079084288,-0.06989582515571484,-537.28920797198,-0.06989582515571484
NQZ21-CME,2021-09-12,10843,7780,3063,0,0.7175136032463341,0.28248639675366594,0.0,0.0195351820115446,211.8199785511781,0.0195351820115446
NQZ21-CME,2021-09-13,9670,6878,2792,0,0.7112719751809721,0.28872802481902793,0.0,0.010507564319192149,101.60814696658808,0.010507564319192149
