event_id,contract,event_direction,outcome,event_row_index,termination_row_index,audit_pass,first_mismatch,failed_checks,independent_first_row,independent_outcome,contract_match,event_direction_match,entry_price_match,origin_range_high_price_match,origin_range_low_price_match,range_high_before_range_low_match,highest_price_during_lifecycle_match,lowest_price_during_lifecycle_match,stop_loss_price_match,risk_unit_match,opposing_event_price_match,outcome_match,realized_R_match,seconds_to_resolution_match,ticks_to_resolution_match,event_timestamp_match,termination_timestamp_match,raw_entry_price_match,raw_entry_timestamp_match,risk_formula_match,raw_highest_price_match,raw_lowest_price_match,R_formula_match,first_termination_match
8,NQU17-CME,BEARISH,STOP_LOSS,252,370,True,,,370,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9,NQU17-CME,BEARISH,STOP_LOSS,276,370,True,,,370,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10,NQU17-CME,BEARISH,STOP_LOSS,284,370,True,,,370,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
34,NQU17-CME,BULLISH,STOP_LOSS,1542,1543,True,,,1543,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
598,NQU17-CME,BULLISH,STOP_LOSS,62265,62266,True,,,62266,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
767,NQU17-CME,BEARISH,STOP_LOSS,81804,81805,True,,,81805,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1730,NQU17-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,169920,169971,True,,,169971,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4488,NQU17-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,446292,447227,True,,,447227,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16019,NQU17-CME,BEARISH,STOP_LOSS,1741613,1741624,True,,,1741624,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
30951,NQU17-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,3312925,3313111,True,,,3313111,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
33085,NQU17-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,3500587,3501287,True,,,3501287,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
36489,NQU17-CME,BEARISH,STOP_LOSS,3852035,3852114,True,,,3852114,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
39964,NQU17-CME,BEARISH,STOP_LOSS,4145733,4145788,True,,,4145788,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
44467,NQU17-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,4552945,4553390,True,,,4553390,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
46537,NQU17-CME,BULLISH,STOP_LOSS,4791360,4791445,True,,,4791445,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
49506,NQU17-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,5111703,5112164,True,,,5112164,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
49695,NQU17-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,5139340,5140397,True,,,5140397,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
54794,NQU17-CME,BEARISH,STOP_LOSS,5727992,5728047,True,,,5728047,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
64303,NQU17-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,6911541,6911823,True,,,6911823,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
67697,NQU17-CME,BEARISH,STOP_LOSS,7182252,7182359,True,,,7182359,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
71282,NQU17-CME,BULLISH,STOP_LOSS,7597936,7597982,True,,,7597982,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
73809,NQU17-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,7882968,7883529,True,,,7883529,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
79057,NQU17-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,8522091,8525240,True,,,8525240,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
83807,NQU17-CME,BULLISH,STOP_LOSS,9086588,9086874,True,,,9086874,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
87003,NQU17-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,9437204,9437323,True,,,9437323,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
99704,NQU17-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,10923447,10923705,True,,,10923705,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
103263,NQU17-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,11388363,11391035,True,,,11391035,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
