event_id,contract,event_direction,outcome,event_row_index,termination_row_index,audit_pass,first_mismatch,failed_checks,independent_first_row,independent_outcome,contract_match,event_direction_match,entry_price_match,origin_range_high_price_match,origin_range_low_price_match,range_high_before_range_low_match,highest_price_during_lifecycle_match,lowest_price_during_lifecycle_match,stop_loss_price_match,risk_unit_match,opposing_event_price_match,outcome_match,realized_R_match,seconds_to_resolution_match,ticks_to_resolution_match,event_timestamp_match,termination_timestamp_match,raw_entry_price_match,raw_entry_timestamp_match,risk_formula_match,raw_highest_price_match,raw_lowest_price_match,R_formula_match,first_termination_match
1,NQH15-CME,BULLISH,STOP_LOSS,50,60,True,,,60,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2,NQH15-CME,BEARISH,STOP_LOSS,61,62,True,,,62,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,NQH15-CME,BEARISH,STOP_LOSS,64,65,True,,,65,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
385,NQH15-CME,BEARISH,STOP_LOSS,36936,36937,True,,,36937,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2160,NQH15-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,214725,214828,True,,,214828,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
13557,NQH15-CME,BEARISH,STOP_LOSS,1487533,1487550,True,,,1487550,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
15552,NQH15-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,1723842,1723958,True,,,1723958,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16228,NQH15-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,1806510,1806945,True,,,1806945,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
18821,NQH15-CME,BULLISH,STOP_LOSS,2097644,2097735,True,,,2097735,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
24634,NQH15-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,2738226,2741771,True,,,2741771,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
24635,NQH15-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,2738359,2741771,True,,,2741771,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
24636,NQH15-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,2738472,2741771,True,,,2741771,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
26432,NQH15-CME,BULLISH,STOP_LOSS,2953957,2953985,True,,,2953985,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
29063,NQH15-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,3251116,3251752,True,,,3251752,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
48994,NQH15-CME,BEARISH,STOP_LOSS,5124469,5124531,True,,,5124531,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
50434,NQH15-CME,BULLISH,STOP_LOSS,5258513,5258613,True,,,5258613,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
53078,NQH15-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,5526727,5526757,True,,,5526757,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
54410,NQH15-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,5635983,5636743,True,,,5636743,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
