event_id,contract,event_direction,outcome,event_row_index,termination_row_index,audit_pass,first_mismatch,failed_checks,independent_first_row,independent_outcome,contract_match,event_direction_match,entry_price_match,origin_range_high_price_match,origin_range_low_price_match,range_high_before_range_low_match,highest_price_during_lifecycle_match,lowest_price_during_lifecycle_match,stop_loss_price_match,risk_unit_match,opposing_event_price_match,outcome_match,realized_R_match,seconds_to_resolution_match,ticks_to_resolution_match,event_timestamp_match,termination_timestamp_match,raw_entry_price_match,raw_entry_timestamp_match,risk_formula_match,raw_highest_price_match,raw_lowest_price_match,R_formula_match,first_termination_match
1,NQZ15-CME,BULLISH,STOP_LOSS,23,32,True,,,32,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
24,NQZ15-CME,BEARISH,STOP_LOSS,789,790,True,,,790,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
30,NQZ15-CME,BEARISH,STOP_LOSS,1007,1008,True,,,1008,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
87,NQZ15-CME,BULLISH,STOP_LOSS,2856,2857,True,,,2857,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1555,NQZ15-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,115102,115455,True,,,115455,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3232,NQZ15-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,274017,274094,True,,,274094,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5322,NQZ15-CME,BEARISH,STOP_LOSS,476496,476507,True,,,476507,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
16545,NQZ15-CME,BULLISH,STOP_LOSS,1361973,1362023,True,,,1362023,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
20618,NQZ15-CME,BEARISH,STOP_LOSS,1712507,1712523,True,,,1712523,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21655,NQZ15-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,1785691,1786128,True,,,1786128,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
33859,NQZ15-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,2792209,2792494,True,,,2792494,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
36960,NQZ15-CME,BEARISH,STOP_LOSS,3038668,3038695,True,,,3038695,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
39473,NQZ15-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,3196024,3196250,True,,,3196250,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
48896,NQZ15-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,3999409,4000141,True,,,4000141,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
49623,NQZ15-CME,BULLISH,STOP_LOSS,4069686,4069839,True,,,4069839,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
60119,NQZ15-CME,BEARISH,STOP_LOSS,5101515,5101555,True,,,5101555,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
68669,NQZ15-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,5993207,5993305,True,,,5993305,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
70624,NQZ15-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,6203457,6203724,True,,,6203724,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
76772,NQZ15-CME,BULLISH,STOP_LOSS,6880629,6880638,True,,,6880638,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
85194,NQZ15-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,7830702,7830808,True,,,7830808,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
91442,NQZ15-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,8552656,8553403,True,,,8553403,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
93874,NQZ15-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,8819803,8820304,True,,,8820304,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
94666,NQZ15-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,8902877,8905651,True,,,8905651,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
98677,NQZ15-CME,BULLISH,STOP_LOSS,9359786,9359992,True,,,9359992,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
101646,NQZ15-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,9701795,9704736,True,,,9704736,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
101647,NQZ15-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,9701886,9704736,True,,,9704736,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
102070,NQZ15-CME,BEARISH,STOP_LOSS,9740347,9740421,True,,,9740421,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
106512,NQZ15-CME,BULLISH,STOP_LOSS,10252368,10252524,True,,,10252524,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
108897,NQZ15-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,10465679,10465807,True,,,10465807,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
109238,NQZ15-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,10503367,10503794,True,,,10503794,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
