event_id,contract,event_direction,outcome,event_row_index,termination_row_index,audit_pass,first_mismatch,failed_checks,independent_first_row,independent_outcome,contract_match,event_direction_match,entry_price_match,origin_range_high_price_match,origin_range_low_price_match,range_high_before_range_low_match,highest_price_during_lifecycle_match,lowest_price_during_lifecycle_match,stop_loss_price_match,risk_unit_match,opposing_event_price_match,outcome_match,realized_R_match,seconds_to_resolution_match,ticks_to_resolution_match,event_timestamp_match,termination_timestamp_match,raw_entry_price_match,raw_entry_timestamp_match,risk_formula_match,raw_highest_price_match,raw_lowest_price_match,R_formula_match,first_termination_match
5,NQM13-CME,BULLISH,STOP_LOSS,463,524,True,,,524,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10,NQM13-CME,BEARISH,STOP_LOSS,826,840,True,,,840,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
17,NQM13-CME,BEARISH,STOP_LOSS,1249,1277,True,,,1277,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
99,NQM13-CME,BEARISH,STOP_LOSS,18214,18215,True,,,18215,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
288,NQM13-CME,BEARISH,STOP_LOSS,68527,68528,True,,,68528,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
767,NQM13-CME,BULLISH,STOP_LOSS,170894,170895,True,,,170895,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
2633,NQM13-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,555993,556262,True,,,556262,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4356,NQM13-CME,BULLISH,STOP_LOSS,890473,890696,True,,,890696,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4704,NQM13-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,960325,962122,True,,,962122,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5849,NQM13-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,1183521,1183708,True,,,1183708,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10597,NQM13-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,2140315,2144693,True,,,2144693,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11852,NQM13-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,2407046,2411656,True,,,2411656,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
11853,NQM13-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,2407127,2411656,True,,,2411656,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
12933,NQM13-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,2618215,2620013,True,,,2620013,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
13331,NQM13-CME,BEARISH,STOP_LOSS,2686886,2686952,True,,,2686952,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
14665,NQM13-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,2920583,2924185,True,,,2924185,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
18468,NQM13-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,3558053,3558530,True,,,3558530,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
