event_id,contract,event_direction,outcome,event_row_index,termination_row_index,audit_pass,first_mismatch,failed_checks,independent_first_row,independent_outcome,contract_match,event_direction_match,entry_price_match,origin_range_high_price_match,origin_range_low_price_match,range_high_before_range_low_match,highest_price_during_lifecycle_match,lowest_price_during_lifecycle_match,stop_loss_price_match,risk_unit_match,opposing_event_price_match,outcome_match,realized_R_match,seconds_to_resolution_match,ticks_to_resolution_match,event_timestamp_match,termination_timestamp_match,raw_entry_price_match,raw_entry_timestamp_match,risk_formula_match,raw_highest_price_match,raw_lowest_price_match,R_formula_match,first_termination_match
2,NQU13-CME,BULLISH,STOP_LOSS,75,111,True,,,111.0,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3,NQU13-CME,BULLISH,STOP_LOSS,89,111,True,,,111.0,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
4,NQU13-CME,BULLISH,STOP_LOSS,100,111,True,,,111.0,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
21,NQU13-CME,BULLISH,STOP_LOSS,832,833,True,,,833.0,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
192,NQU13-CME,BULLISH,STOP_LOSS,25709,25710,True,,,25710.0,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
3310,NQU13-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,602361,602456,True,,,602456.0,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
5116,NQU13-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,894247,897523,True,,,897523.0,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
7756,NQU13-CME,BULLISH,STOP_LOSS,1340714,1340903,True,,,1340903.0,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
8492,NQU13-CME,BULLISH,STOP_LOSS,1483773,1483774,True,,,1483774.0,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
9471,NQU13-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,1648643,1650288,True,,,1650288.0,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
