event_id,contract,event_direction,outcome,event_row_index,termination_row_index,audit_pass,first_mismatch,failed_checks,independent_first_row,independent_outcome,contract_match,event_direction_match,entry_price_match,origin_range_high_price_match,origin_range_low_price_match,range_high_before_range_low_match,highest_price_during_lifecycle_match,lowest_price_during_lifecycle_match,stop_loss_price_match,risk_unit_match,opposing_event_price_match,outcome_match,realized_R_match,seconds_to_resolution_match,ticks_to_resolution_match,event_timestamp_match,termination_timestamp_match,raw_entry_price_match,raw_entry_timestamp_match,risk_formula_match,raw_highest_price_match,raw_lowest_price_match,R_formula_match,first_termination_match
4,NQZ20-CME,BEARISH,STOP_LOSS,76,91,True,,,91,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
6,NQZ20-CME,BEARISH,STOP_LOSS,148,161,True,,,161,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
10,NQZ20-CME,BEARISH,STOP_LOSS,206,224,True,,,224,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
162,NQZ20-CME,BEARISH,STOP_LOSS,3259,3260,True,,,3260,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
169,NQZ20-CME,BEARISH,STOP_LOSS,3394,3395,True,,,3395,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
232,NQZ20-CME,BEARISH,STOP_LOSS,4580,4581,True,,,4581,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
123386,NQZ20-CME,BULLISH,STOP_LOSS,2989829,2989835,True,,,2989835,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
133246,NQZ20-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,3222389,3222430,True,,,3222430,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
140242,NQZ20-CME,BULLISH,STOP_LOSS,3426548,3426580,True,,,3426580,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
210705,NQZ20-CME,BULLISH,CLOSED_BY_OPPOSING_EVENT,5056167,5056263,True,,,5056263,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
256133,NQZ20-CME,BEARISH,STOP_LOSS,6233508,6233527,True,,,6233527,STOP_LOSS,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
266538,NQZ20-CME,BEARISH,CLOSED_BY_OPPOSING_EVENT,6539876,6539927,True,,,6539927,CLOSED_BY_OPPOSING_EVENT,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
